Review,Username,Rating,NegativeRating,NeutralRatings,PositiveFeeling,AppName
very good!,João Vitor Ferreira da Silva,5,0,0,1,br.gov.meugovbr
Good 👍,Marivaldo Neves,5,0,0,1,br.gov.meugovbr
stupid,Claudio Carvalho,1,1,0,0,br.gov.meugovbr
top,Walter Francisco,5,0,0,1,br.gov.meugovbr
"Não estou conseguindo fazer reconhecimento facial, não consigo adicionar banco e então não está atualizando minha situação de bronze para ouro, o que posso fazer?",Giulia Castellanos,1,1,0,0,br.gov.meugovbr
otimo aopo,stephany thety,5,0,0,1,br.gov.meugovbr
Excelente.,Ramon Santos,5,0,0,1,br.gov.meugovbr
Incrível como NADA desta 💩 de governo funciona direito!!! O reconhecimento facial de vocês é um lixo. Te bloqueia do login e te manda voltar no DIA SEGUINTE!. To ha DOIS DIAS tentando acessar esse embuste que vocês chamam de aplicativo.,Nigin Dijujos,1,1,0,0,br.gov.meugovbr
ok,Matheus Brandino,5,0,0,1,br.gov.meugovbr
Péssimo,Alexia Diniz,1,1,0,0,br.gov.meugovbr
ótimo,Ederson Bueno,5,0,0,1,br.gov.meugovbr
excelente,Kalebe Costa Silva,4,0,0,1,br.gov.meugovbr
"E bem a cara do Brasil, parece que e, mas não e. Parece que vai, mas não vai! O aplicativo roda praticamente todo em cima de um browser, então porque a necessidade de um aplicativo que funciona só como uma capa!? E fica só girando, links interligados, vai para cá e para lá e volta no ponto de origem. Funciona bem, para vc entregar ao governo suas informações, mas na hora que vc quer fazer o devido uso dele, ele não trabalha.",Paulo Kasoku Namae,1,1,0,0,br.gov.meugovbr
"Baixei e na PRIMEIRA VEZ que entrei no aplicativo, ele abre e vem a seguinte mensagem: erro ao iniciar o app - tentar novamente. Você aperta em tentar novamente e continua a mesma coisa. Minha primeira experiência foi péssima, por isso apenas uma estrela apenas.",Roddy,1,1,0,0,br.gov.meugovbr
O app pede para aumentar o nível da conta. Redireciona para site via browser. No site pede para usar o app para gerar o qrcode e entrar bo app. Entro no app que diz que não tenho como entrar sem ter o nível da conta como prata ou ouro e manda ir pro site que manda ir pro app nesse loop infinito. Eu sou engenheiro de sistemas há 22 anos. Alguma coisa de computador e tecnologia eu entendo. Imagine um leigo em TI tendo que lidar com isso.,Daniel Omine,1,1,0,0,br.gov.meugovbr
"Já não era muito bom, agora começou a travar quando abro os dados pessoais. Tava de tal maneira que até o Android tem que reiniciar algumas aplicações. Outra coisa que precisa melhorar é a autenticação em 2 etapas que ele gera para outros aplicativos e para ele próprio. Não faz sentido ele gerar o código e a gente tem que digitar. Se ele trata gerando, que se auto autentique. São coisas tão básicas...",Luca Peterlini,1,1,0,0,br.gov.meugovbr
"Consegui aumentar o nível da minha conta. Mas, infelizmente, a minha sogra, não.",Marcelo Santos,3,0,1,0,br.gov.meugovbr
"Que plataforma horrível, tem que ser do governo brasileiro msm",Dopiest,1,1,0,0,br.gov.meugovbr
Mais um lixo governamental que não funciona,Nathan Magno,1,1,0,0,br.gov.meugovbr
"Péssimo aplicativo mais bulgado q tudo, infelizmente no nosso país a maioria das coisas públicas não funcionam",victor hugo,1,1,0,0,br.gov.meugovbr
otimo e funciona bem,Vanessa Rodarte,5,0,0,1,br.gov.meugovbr
Horrível!,乃卂Ҝ乇爪ㄖ几ㄖ,1,1,0,0,br.gov.meugovbr
bom,Thiago Barbosa,5,0,0,1,br.gov.meugovbr
"Aplicativo é inútil, pede para fazer reconhecimento facial mas não abre câmera, se você veio até aqui para tentar verificar os valores para receber nem perca seu tempo, app totalmente inútil",Lucas Kunz,1,1,0,0,br.gov.meugovbr
"Outra bomba criada pelo governo brasileiro. N consigo recuperar a senha pq as opções são reconhecimento facial q n funciona ou selecionar um dos bancos cadastrados, n sou cliente de nenhum deles, Nubank q eh o maior banco da America Latina nem nas opcões está.",Marcio da Silva,1,1,0,0,br.gov.meugovbr
Não funciona apos varias tentativas para atualizar. Esperando muito tempo na etapa aguarde!!,Audrey Hieatt,1,1,0,0,br.gov.meugovbr
"Qto tempo é necessário para receber o código de acesso ao efetuar login? Péssima experiência. Pq a app não mantém uma sessão em cache? Pq não posso utilizar mecanismos de segurança presentes em meu celular, como biometria? Pq não posso utilizar 2FA com o Google Authentication? Vcs precisam melhorar essa experiência dos usuários. Eu sempre desisto das apps do governo sempre q necessito utilizar. Um país com tanto recolhimento de impostos deveria possuir os melhores aplicativos do mundo.",Rafa Mardegan,1,1,0,0,br.gov.meugovbr
"Fala que a versão está incompatível e pra atualizar, mas estou usando a mais recente!!!!!",Gustavo Loureiro dos Reis,1,1,0,0,br.gov.meugovbr
"Nao carrega. Nao funciona, nao entra. Manda atualizar e nao tem atualizacao. Ruim",Rafael Lino,1,1,0,0,br.gov.meugovbr
"Não funciona, pede atualização que não existe!",Kelvin Jeremias,1,1,0,0,br.gov.meugovbr
reconhecimento fácil não funciona.,Denis Roger,1,1,0,0,br.gov.meugovbr
Nada funciona só da erro,Dani Callado,1,1,0,0,br.gov.meugovbr
O app pede para ser atualizado mesmo estando atualizado,Lucas Mateus,3,0,1,0,br.gov.meugovbr
íncrivel! Nunca usei um app tão bom. 🤣,Pedro Lins,1,1,0,0,br.gov.meugovbr
Invasivo. Governo não deveria precisar ter tantos apps para oferecer serviços.,Luiz Rocha,1,1,0,0,br.gov.meugovbr
"nO funciona, só trava",G J,1,1,0,0,br.gov.meugovbr
"Péssimo, pede para atualizar, porém na app store não tem opção de atualizar.",JORGE CHÁVEZ GÓMEZ,1,1,0,0,br.gov.meugovbr
"Aplicativo não abre, sempre da erro",Luana Saraiva de Lima,1,1,0,0,br.gov.meugovbr
"Diz que o aplicativo está desatualizado, mas não há atualização disponível para o app.",L. Gabriela,1,1,0,0,br.gov.meugovbr
Não consigo fazer o reconhecimento facial nessa bomba,Felipe Magalhães,1,1,0,0,br.gov.meugovbr
Desde a atualização do dia 18/03/22 o app não funciona nem Android e nem Apple,Diogo Gomes,1,1,0,0,br.gov.meugovbr
"trava muito, e a falta de confiança no governo não é de hoje, com ministério sendo invadido",Nicolas Castro,1,1,0,0,br.gov.meugovbr
"Como todos os apps do governo, tudo fica escondido e tudo dá erro",Victor Henrique,1,1,0,0,br.gov.meugovbr
Tenho CNH e Título com biometria. Entrar com gov.br não funciona e QR Code não lê absolutamente nada.,Carlos Lima,1,1,0,0,br.gov.meugovbr
"Não atualiza, muito ruim como tudo do governo",Junior Dolce,1,1,0,0,br.gov.meugovbr
o reconhecimento facial nao funcio a e nao tenho outra opção para subir de categoria da conta,Filippe Chaves,1,1,0,0,br.gov.meugovbr
Não funciona. Espero uma resposta.,marcos marques,1,1,0,0,br.gov.meugovbr
"como tudo desse governo federal, o app é péssimo e frequentemente não funciona.",Chris Del Posso,1,1,0,0,br.gov.meugovbr
maravilhoso poder esta organizando meus negocios no brasil,George tavares cupertino,5,0,0,1,br.gov.meugovbr
"App não funciona, como nada neste Brasil",Sergio Martins de Assis,1,1,0,0,br.gov.meugovbr
muitos problemas. nao funciona bem,Rodrigo Moraes,1,1,0,0,br.gov.meugovbr
"Ao abrir, pede atualização do software, sendo que tenho a última versão instalada. Android 8.0.0",Maira Osmari,1,1,0,0,br.gov.meugovbr
burocracia est@$#& de país de meld@,Maria Madalena,1,1,0,0,br.gov.meugovbr
Não abre. Pede pra atualizar e já está atualizado,Luis F.M F,1,1,0,0,br.gov.meugovbr
Acabei de instalar e não abre nada por não estar atualizado.,Guilherme Below,1,1,0,0,br.gov.meugovbr
Simplesmente o pior reconhecimento facial que já vi. Pelo menos aumentem bastante o limite diário de tentativas.,Paulo Ricardo,1,1,0,0,br.gov.meugovbr
TENTO ABRIR O APP E FALA QUE PRECISA ATUALIZAR EU ACABEI DE BAIXAR arruma isso ai,Victoria Tanaka,1,1,0,0,br.gov.meugovbr
"Simplesmente não consigo fazer reconhecimento facial pra ""aumentar meu nível"" (???????)",Pedro H Lopes M,1,1,0,0,br.gov.meugovbr
Não carrega. O aplicativo está na versão mais atual mas o app diz que precisa atualizar e não carrega.,David Gomes,1,1,0,0,br.gov.meugovbr
"Não consigo abrir o app ja faz alguns dias, sempre aparece uma mensagem de ""tente mais tarde""",Paloma Ferraz,1,1,0,0,br.gov.meugovbr
Não consigo entrar pois ele fala que a minha versão está desatualizada mas a playstore n tem atualização disponivel pra ele -_-,Lucyfer Eveningstar,1,1,0,0,br.gov.meugovbr
q horrivel tantos problemas,Ahrima the Wicked Warden,1,1,0,0,br.gov.meugovbr
"O aplicativo parece ter boas funcionalidades, porém o reconhecimento facial não funciona. Alguém poderia me ajudar?",Paulo Lima,2,1,0,0,br.gov.meugovbr
presta pra nd,redfox artist,1,1,0,0,br.gov.meugovbr
very good,Marcio Silva,5,0,0,1,br.gov.meugovbr
"App simplesmente não funciona. Acusa que eu estou usando uma versão desatualizada, mas não existe atualização pendente na Play Store.",Bruno Ribeiro,1,1,0,0,br.gov.meugovbr
"Não funciona. Depois do reconhecimento facial, vai pra uma página que diz: ""Página não encontrada!"" Desenvolvedor mandou bem",Pedro De La Vega,1,1,0,0,br.gov.meugovbr
beautiful,aishaicarai icarai,5,0,0,1,br.gov.meugovbr
"Meu app parou de funcionar e fica dizendo que precisa ser atualizado. Isso começou após, acredito, a atualização do Android .",Leandro Moreira,1,1,0,0,br.gov.meugovbr
Muito bom.,Jose Moreira Junior,5,0,0,1,br.gov.meugovbr
"Não me deixa criar conta, diz q vai fazer reconhecimento facial, daí me manda de volta pro site e da erro.",Luana Marquez,1,1,0,0,br.gov.meugovbr
"Horrivel, o app indica atualização mesmo estando na ultima versão, além de varios erros dentro do app e um reconhecimento facial que nao reconhece nada",joao antonio,1,1,0,0,br.gov.meugovbr
"Um dia funcionou bem. Agora, diz que é incompatível, que devo atualizar, transfere-me para a Play Store, mas não há atualização possível.",Alexandre Bonilha,1,1,0,0,br.gov.meugovbr
Assim que abro o aplicativo aparece a mensagem para atualizar e depois trava. Acabei de baixa-lo pela primeira vez. Muito desapontado,Marcelo Meyer,1,1,0,0,br.gov.meugovbr
"Entro no site fala pra vim pro aplicativo, abro o aplicativo e ele me manda pro site de novo, já tá nisso uns 10 minutos...",Smartsam,1,1,0,0,br.gov.meugovbr
"se vc não tem CNH, não tem acesso. ""JÊNIO"". update: o app exige reconhecimento facial, que eu não fiz antes da pandemia e que ainda não está disponível na minha região.",Luciano Cossich Sales (lucoweb),1,1,0,0,br.gov.meugovbr
Não funciona,luis luis,1,1,0,0,br.gov.meugovbr
So trava,you2 english,1,1,0,0,br.gov.meugovbr
Não funciona,Marco Montandon,1,1,0,0,br.gov.meugovbr
Não funciona,Fabio Cunha Photo,1,1,0,0,br.gov.meugovbr
Versão incompatível,Thiago Moreno,1,1,0,0,br.gov.meugovbr
Excelente!,Ernani Fantinatti,5,0,0,1,br.gov.meugovbr
Muito bom,junio santana,5,0,0,1,br.gov.meugovbr
muito bom,Carlos alexandre Palheta Cardoso Palheta,5,0,0,1,br.gov.meugovbr
"Não funciona. Acabo de baixar o app e ele me informa ao abrir que está desatualizado. Clico para atualizar, mas é a última versão e não há nenhuma atualização disponível.",Thaís Dias,1,1,0,0,br.gov.meugovbr
desgraça,Chico Penteado,1,1,0,0,br.gov.meugovbr
"Achei meio mehhhh, mas facilita e centraliza o acesso a alguns serviços, porém se esse servidor de usuários for hackeado, como muitos servidores governamentais foram, estamos ferrados. Bem vindos ao século 21.",Marcos Vinicius,3,0,1,0,br.gov.meugovbr
"Nunca funciona, toda vez um problema diferente. No momento ele pede rpa atualizar mesmo não tendo nenhuma atualização disponível, e o erro se mantém mesmo depois de reinstalar o app",Jefferson Carvalho,1,1,0,0,br.gov.meugovbr
O aplicativo é tão ruim que ele só abre uma vez em cada 15 tentativas. O pior são os vários serviços do governo que dependem desse maldito aplicativo pra poder funcionar. Realmente uma inutilidade tremenda.,Francisco Massa,1,1,0,0,br.gov.meugovbr
"Sou desenvolver de software e posso garantir que fiz tudo certo na maldita foto, mas mesmo assim o app não consegue realizar o reconhecimento facial. 5 dias seguidos com o bloqueio da função.",Lucas Victor,1,1,0,0,br.gov.meugovbr
show,Adiel Silva (Dielzinho),5,0,0,1,br.gov.meugovbr
bom,james stone,5,0,0,1,br.gov.meugovbr
otimo,Geisiane Araujo,5,0,0,1,br.gov.meugovbr
Bom,Marconi Afonso,4,0,0,1,br.gov.meugovbr
ok,Leandro De Paula Rodrigues,4,0,0,1,br.gov.meugovbr
aff,Sr. Neres,1,1,0,0,br.gov.meugovbr
ok,Emmanuel Coles,5,0,0,1,br.gov.meugovbr
"Já tinha ele instalado. Porém hoje me informou que a minha versão ""está"" incompatível. Tentei atualizar mas não ofereceu essa opção. Apenas desinstalar ou abrir. Desinstalei e instalei de novo. Continua na mesma situação. Espero que amanhã resolva. Era um bom aplicativo.",Esteban Dortta,3,0,1,0,br.gov.meugovbr
"App horrível, gameficaram as informações privadas dos usuários com esse negócio de conta ouro. O reconhecimento facial é um lixo, se não tiver CNH não tem como fazer reconhecimento, é preciso criar conta num dos bancos listados pra poder atualizar. Experiência de usuário inexistente, pior app que já usei.",Guilherme Munaretto,1,1,0,0,br.gov.meugovbr
"O aplicativo agora pede reconhecimento facial, mas não reconhece meu rosto após inúmeras tentativas. Meses depois e ainda não consegui o reconhecimento facial. O endereço que me indicaram para preencher o formulário de atendimento não tem nenhuma opção sobre o aplicativo gov.br. estou impedido de usar serviços so governo porque o app não funciona.",Anderson Freire,1,1,0,0,br.gov.meugovbr
"É a terceira vez que posto esse comentário e avaliação, sempre é excluído, ao invés de resolverem o problema, ignoram, o aplicativo é ilógico no sistema de segurança pede autenticação de 2 etapas e vincula ao aparelho celular, em resumo uma vez ativado e seu celular queimar, pode abandonar seu cadastro, pois não tem como recuperar, ao invés de corrigirem eles ficam apagando meu comentário.",Moises Morais,1,1,0,0,br.gov.meugovbr
Esse aplicativo coleta informações demais do cidadão,Carlos Griebeler,1,1,0,0,br.gov.meugovbr
não é possível criar conta,JOAO PAULO PASCHOAL (ChoraNobs),1,1,0,0,br.gov.meugovbr
Lixo de aplicativo! Reconhecimento facial que não reconhece nenhum rosto.,Cleverson Máxima,1,1,0,0,br.gov.meugovbr
as armas e barões assinalados que da Ocidental praia lusitana por mares nunca Dante navegaddos passaram além da taprobana,Marcio Carli,5,0,0,1,br.gov.meugovbr
"Caracas, primeiro app do governo que usei e funcionou de primeira, ainda mais usando reconhecimento facial... Tô impressionado aqui",Alvaro Prataviera Filho,5,0,0,1,br.gov.meugovbr
"Não consigo atualizar dados no app. Pede para tirar a foto mas não aceita, só fica excedendo o número de tentativas diárias.",Carlos Frederico,1,1,0,0,br.gov.meugovbr
muito ruim,Alex Ernesaks,1,1,0,0,br.gov.meugovbr
Fácil de usar,Camila 212425,5,0,0,1,br.gov.meugovbr
massa demais,Moa Fernandes,5,0,0,1,br.gov.meugovbr
"E quem não tem CNH e tem conta em outro banco? Impossível ser ""prata"", o app se torna inútil. Além de levar minutos pra fazer qualquer coisa.",Leonardo Alt,1,1,0,0,br.gov.meugovbr
"Finalmente foi possível operar no app, um pouco mais rápido e sem exceptions ao subir nível.",Wilson Neto,4,0,0,1,br.gov.meugovbr
maravilhoso. viva o brasileiro,Táris Maria,5,0,0,1,br.gov.meugovbr
"Não consigo mais acessar com a biometria. Vocês pedem senha! Tem pop up que diz ""1.para acessar sem senha, na próxima tela coloque seu cpf e SENHA"". Sério mesmo? Aí coloco recuperar senha e diz que não tenho usuário cadastrado, sendo que já acessei com minha biometria antes. Atualizei hj o app e continua com esse bug de pedir senha. Por favor façam dinheiro, esse app é uma droga.",Paula Castilho,1,1,0,0,br.gov.meugovbr
"Abre e só aparece ""aguarde"" mas nunca carrega. Um lixo",GUSTAVO SASS,1,1,0,0,br.gov.meugovbr
Muita informacao pessoal. Nao tinha pq ser assim.,Mike Nukem,2,1,0,0,br.gov.meugovbr
"Não consigo logar, erro no redirecionamento do botão inicial!",Isaque Almeida,1,1,0,0,br.gov.meugovbr
"Ótima iniciativa do Governo Federal, facilita muito a vida.",Emmanuel Cordova,5,0,0,1,br.gov.meugovbr
"Cara, o aplicativo nem abre!",Roney Cleber,1,1,0,0,br.gov.meugovbr
Uma revolução tecnológica. Facilitou a vida!!,Stéfano Lemos,5,0,0,1,br.gov.meugovbr
Por enquanto sem bugs hahahaha,Marcus Lima,5,0,0,1,br.gov.meugovbr
não sai da tela inicial. nada acontece ao apertar votão entrar.,Shibuya,1,1,0,0,br.gov.meugovbr
"Nao funciona. O reconhecimento facial nao reconhece nada. Nao funciona, como qualquee coisa do governo",Valmir Cinquini,1,1,0,0,br.gov.meugovbr
Aplicativo não consegue salvar foto para aumentar a segurança da conta.,Gabriel Brito,2,1,0,0,br.gov.meugovbr
reconhecimento facial impossivel de ser realizado. toda hora da erro,Paula Carvalho,1,1,0,0,br.gov.meugovbr
"reconhecimento facial funciona mas não aumenta o nível, sempre pede a mesma coisa.",mityadimi,1,1,0,0,br.gov.meugovbr
Não funciona a verificação facial. Dá erro null reference ao obter certificado.,Marcos Junior,1,1,0,0,br.gov.meugovbr
"não funciona, reconhecimento facial vagabundo, parece o governo do nosso país",Charles Fagundes,1,1,0,0,br.gov.meugovbr
Imprestável! Stress absoluto!,Alessandra S. R.,1,1,0,0,br.gov.meugovbr
"App nao funciona, nāo consigo criar com por reconhecimento facial",Paulo Pesxi,1,1,0,0,br.gov.meugovbr
"reconhecimento facial não funciona,da erro de certificado",Marianna Fernandes,1,1,0,0,br.gov.meugovbr
Horrível! Não entendo como está com essa nota! Uma m*#*@,Valeria Val,1,1,0,0,br.gov.meugovbr
Nao funciona. Nao consigo nem fazet o login. Esse app é pago com o meu imposto?,Daiane Cavallari,1,1,0,0,br.gov.meugovbr
Aplicativel péssimo assim como todo o sistema. Mais de uma hora tentando fazer o reconhecimento fácil e não funciona,Geovana Rodrigues Duarte,1,1,0,0,br.gov.meugovbr
perfeito e fácil,Alex Fernandes,5,0,0,1,br.gov.meugovbr
feel good,Benel Jacquet,5,0,0,1,br.gov.meugovbr
"Demorei 3 dias pra conseguir entrar pelo reconhecimento facial que não reconhecia toda vez, e não tinha nenhum outro jeito de entrar",Samuel Godoy,2,1,0,0,br.gov.meugovbr
Terrible,Flutter Girl Mystified,1,1,0,0,br.gov.meugovbr
good,Geovanny MS,5,0,0,1,br.gov.meugovbr
"Péssimo. Não cria login se jeito nenhum. Leitura facial não funciona. Login por banco acusa que meu APP está desatualizado, sendo que não está. Não funciona pra nada!",Melissa “mmsants”,1,1,0,0,br.gov.meugovbr
App não funciona e apresenta erro ao tentar aumentar o nível de segurança. Não existe un canal de contato para resolver o problema,Romulo Marcial,1,1,0,0,br.gov.meugovbr
"O reconhecimento facial é péssimo. Pede toda a hora para enquadrar o rosto, mesmo já estando enquadrado. Falha direto, é simplesmente horrível",João Guilherme Hagemann Seleme,1,1,0,0,br.gov.meugovbr
"Quando tento entrar na conta ele me leva ao site para logar e o site me leva no app para logar, logo eu não consigo logar em nenhum dos dois",Leonardo Azevedo,1,1,0,0,br.gov.meugovbr
Não funciona.,Eraldo Moreira Lemes,1,1,0,0,br.gov.meugovbr
puro lixo.,André X,1,1,0,0,br.gov.meugovbr
Não consigo acessar,Karolina Schubert,1,1,0,0,br.gov.meugovbr
achei bom,Kyle,5,0,0,1,br.gov.meugovbr
bom app,Paulo Andre,5,0,0,1,br.gov.meugovbr
"Não faz reconhecimento facial, não disponibiliza suporte. E sem reconhecimento facial, no meu caso é impossível aumentar meu nível! Parabéns por terem feito um péssimo trabalho, a experiência não poderia ser pior.",Cledson Jr,1,1,0,0,br.gov.meugovbr
"Nao consigo criar a senha! Da erro interno no servidor, faz dias q estou tentando. N tem com qm falar rpa resolver o email fornecido n existe",Vanessa Vegan,1,1,0,0,br.gov.meugovbr
"Nem o botão de Entrar funciona, vocês testaram antes de publicar o app?? De que adianta ter reconhecimento facial, aplicativo, site, login com banco, se no final só dá erro e não consigo nem me cadastrar??",Bruno Cruz,1,1,0,0,br.gov.meugovbr
NÃO FUCIONA. Tenho que aumentar o nível da minha conta para o resgate. A camera da bug e quando tiro a foto da erro sempre. Vou ficar sem pegar meu dinheiro mesmo por conta desse aplicativo ruim?,Bruna Lorrayne,1,1,0,0,br.gov.meugovbr
otim9,Antonio Carlos Nunes Junior (Junior),4,0,0,1,br.gov.meugovbr
ok,Kálita Silva,5,0,0,1,br.gov.meugovbr
bom,Simone Saraiva,5,0,0,1,br.gov.meugovbr
perfeito,Nathan R. Dias,5,0,0,1,br.gov.meugovbr
maravilhoso,Taiany Lourena,5,0,0,1,br.gov.meugovbr
"muito ruim, não consigo desbloquear minha conta para fazer a declaração. já troquei a senha e nada funciona. ainda bem que tenho conta no banco do Brasil. uma desgraça este site/app",Regina Randolph,1,1,0,0,br.gov.meugovbr
"Só da mensagem de erro que não foi possível fazer o reconhecimento facial. Mas é óbvio que não é possível, pois meu login é usuário e senha, nenhum momento selecionei reconhecimento facial, até pq o governo não tem essa informação minha",Helio Felipe de Oliveira,1,1,0,0,br.gov.meugovbr
Como tudo no Brasil: Não funciona. Aplicativo fecha toda vez que tento abrir reconhecimento facial e quando abre diz que um erro impediu o reconhecimento. Sentiria vergonha de dizer que trabalhei pra desenvolver esse App.,Lucas Alves Neto,1,1,0,0,br.gov.meugovbr
"Eu tento aumentar o nível da minha conta clicando no botão para fazer reconhecimento facial, mas o app não abre a câmera (ele tem todas as permissões necessárias), e volta para a tela anterior, impendindo a alteração da conta. Super frustrante!",Ander Pires,1,1,0,0,br.gov.meugovbr
não funcionou no meu tablet mas no meu celular funcionou perfeitamente. Talvez seja a versão do android. o reconhecimento foi muito fácil e atualizou o nivel na hora. otimo tb que posso acessar do exterior (foi mt dificil no passado qd eu tive que receber o fgts com o app da caixa).,Fernando Vieira,4,0,0,1,br.gov.meugovbr
"Sinceramente parecemos o país que tudo que tem relação com governo não serve a população, cadastrei a autenticação em dois fatores e nunca mais funcionou o aplicativo pois não chega o SMS com as informações a mais de 6 meses buscando suporte e é impossível ser atendido",Luís Paulo Rigaud,1,1,0,0,br.gov.meugovbr
"Nova atualização está ainda pior. Agora, além de continuar não conseguindo fazer validação facial, aplicativo retorna erro na validação sem que a foto tenha sido tirada! Por causa desse novo bug, tentativas são ""queimadas"" à toa. Sistema de validação facial deste app é uma verdadeira desgraça e um sinal de amadorismo em desenvolvimento de sistemas, por mais complexa que a área seja. Versão ainda deveria estar em Beta, pois não está pronta para atender a todos os usuários.",Röhrich Oak,1,1,0,0,br.gov.meugovbr
A câmera da mensagem de erro mais funciona e você não tem tempo de centralizar o rosto. Fora isso ok.,Lais Silveira,4,0,0,1,br.gov.meugovbr
"Nao funciona bem, e tem muitos erros.",Adriano marques,1,1,0,0,br.gov.meugovbr
"Aplicativo fecha sozinho antes de concluir o reconhecimento facial, não consigo aumentar o meu nível",henrique mitsuo,1,1,0,0,br.gov.meugovbr
Mesmo após atualizações continua com os mesmos problemas citados anteriormente para validação facial.,Larissa Mendes,1,1,0,0,br.gov.meugovbr
Um lixo. Burocracia imensa pra acessar a conta.,Luís Eterovick,1,1,0,0,br.gov.meugovbr
Reconhecimento facial não funciona.,Matheus Hebling,1,1,0,0,br.gov.meugovbr
Sempre me atendeu bem ao que queria,Lucas Bicca,5,0,0,1,br.gov.meugovbr
Como sempre um lixo... Não acessa nem a página inicial.,Dayane e Gustavo,1,1,0,0,br.gov.meugovbr
Muito ruim. Não funciona nunca,Celio Leme,1,1,0,0,br.gov.meugovbr
facil de usar. tem informações úteis.,Devanci Silva,5,0,0,1,br.gov.meugovbr
Botão de login não faz nada. Leitor de QR code não lê o código.,Helder Geovane Gomes de Lima,1,1,0,0,br.gov.meugovbr
"Pede foto para autenticação biométrica, trava e fecha. Reinstalei inclusive e mesma coisa acontece.",Gustavo Oliveira,1,1,0,0,br.gov.meugovbr
Erro ao tentar aumentar a validação do selo certificado,Jônatas Martins,1,1,0,0,br.gov.meugovbr
Muito útil e prático!,Joefson Rodrigues,5,0,0,1,br.gov.meugovbr
Não tem como entrar e o QR code lê porém não faz nada,Rodrigo Kloss,1,1,0,0,br.gov.meugovbr
"trava no reconhecimento facial, via pc consegui acessar. consegui resolver desistalando e.instalando.novamente o aolicativo gov.br",mastertech lima,2,1,0,0,br.gov.meugovbr
Só dá crash,Bernardo Ferrari,1,1,0,0,br.gov.meugovbr
"Não da para USAR, sempre crasha o app. Tento fazer aumentar grau de segurança NUNCA da certo. Loadings infinitos!!!",Thiago Yudi Fukunaga,1,1,0,0,br.gov.meugovbr
"Excelente, parabéns aos desenvolvedores. Tudo relacionado ao governo está nesse app. Bom demais! Super avanço para sociedade TEC.",Raphael Gonçalves,5,0,0,1,br.gov.meugovbr
"Pede foto do rosto e logo após tirar a foto, o app fecha sozinho. Não consigo nem fazer login.",Vinícius Ribeiro,1,1,0,0,br.gov.meugovbr
Como faz pra abrir o app? Fica na tela inicial e não sai por nada,Amanda Felix,1,1,0,0,br.gov.meugovbr
great app,Life is Great,5,0,0,1,br.gov.meugovbr
lento e intermitente,Lucas Oliveira,1,1,0,0,br.gov.meugovbr
Está melhorando.,Pedro Augusto Freitas de Souza,5,0,0,1,br.gov.meugovbr
top,Aline Afonso,5,0,0,1,br.gov.meugovbr
"Estou tentando tirar meu informativo para imposto de renda 2021,PARA FAZER MINHA DECLARAÇÃO 2022,A MAIS DE UM MES E NÃO CONSIGO??????",Alex Berthier,1,1,0,0,br.gov.meugovbr
Muito erro pra utilizar,Márcia Calila,1,1,0,0,br.gov.meugovbr
Como faco se não ta aceitando a comparação da foto e eu no meu cnh. E se eu nao tenho cnh não consigo validar? Tem outro metodo?,Conrado Testa,3,0,1,0,br.gov.meugovbr
Funciona bem,Daniel Ferreira,5,0,0,1,br.gov.meugovbr
Lixo de aplicativo,Hugo Cardoso,1,1,0,0,br.gov.meugovbr
Aplicativo só trava,Mauricio Victor,1,1,0,0,br.gov.meugovbr
Não funciona,D F,1,1,0,0,br.gov.meugovbr
Eu nunca vi tamanha burrice. Como fazer prova de vida se nada não tem CNH? Não existe a possibilidade. Estupidez tremenda. Apenas ignoram o RG. Impossível fazer prova de vida de idoso. Não tem mais CNH e nem Título de Eleitor.,Ian Simão,1,1,0,0,br.gov.meugovbr
O processo de recuperação de acesso é confuso. Não enviam o protocolo da solicitação por e-mail para confirmar que ela foi aberta com sucesso. E nem fornecem um painel de acompanhamento.,Adão Lima,1,1,0,0,br.gov.meugovbr
excelente,André Nizer,5,0,0,1,br.gov.meugovbr
Excelente,Adroaldo Araujo Junior,5,0,0,1,br.gov.meugovbr
Não funciona no meu celular e apresenta o mesmo erro reportado por vários usuários. O suporte ao aplicativo não está sendo eficiente. A idéia é boa mas a implementação está horrível.,Adailson Rodrigues,1,1,0,0,br.gov.meugovbr
"Reconhecimento facial nao funciona. Reconhece o rosto, pede pra aguardar, para depois de alguns segundos e nada acontece. Nivel app do governo de qualidade, nao sei porque ainda tentei usar com alguma esperança de funcionar.",Pedro Belluzzo,1,1,0,0,br.gov.meugovbr
péssimo,Oliv Fer,1,1,0,0,br.gov.meugovbr
"Não funciona! Tentei várias vezes, em dois aparelhos diferentes fazer o reconhecimento facial e só dá erro (ex.: 403 forbidden), fecha o app, volta pra página de login. Não consegui fazer funcionar de jeito nenhum.",Bia Lana,1,1,0,0,br.gov.meugovbr
"Nada funciona, dá erro de java (não tratado) logo de cara, não autentica, não faz o reconhecimento facial, não manda SMS se tentar linkar com o banco, nada, nada. O pior é que aqui só respondem os ""elogios"", nada de resolver os problemas. Pra piorar o site não é muito melhor, tem um erro há mais de dois anos no reconhecimento do CEP até hoje o problema está lá o que não deixa cadastrar o endereço, no site também não funciona o envio de SMS. É um beco sem saída.",Simone Borges,1,1,0,0,br.gov.meugovbr
