Review,Username,Rating,NegativeRating,NeutralRatings,PositiveFeeling,AppName
Great,Luis Carlos Lopez,5,0,0,1,sentimentos
"Please fix the app, after the last update, in order to use the app I have to remove the security pattern and fingerprint, otherwise I can't unlock the app, it only works by entering the app password for now.",José Bezerra,2,1,0,0,sentimentos
Não está sendo Boa não já conformei o meu email é nada muita demora para fazer o cartão bastaria dizer se foi aprovado ou não,Georges Luiz Bretas,1,1,0,0,sentimentos
Que bom,Cristiano cristoi Cristo,5,0,0,1,sentimentos
Muito bom,Roberto Matos,5,0,0,1,sentimentos
Muito bom,SÓ CLIPADAS,5,0,0,1,sentimentos
Me indicaram,Misael Aviz,5,0,0,1,sentimentos
Muito boa,Uendel Silva,4,0,0,1,sentimentos
Muito obrigado,Cláudio Luiz Santos Gomes Luiz,5,0,0,1,sentimentos
Muito bom,valdneia Carlini Pereira ferreira,5,0,0,1,sentimentos
Nota mil,Claudia De Oliveira,5,0,0,1,sentimentos
Muito bom,Nivone Guedes,5,0,0,1,sentimentos
Bom aplicativo,Brendon Cláudio,5,0,0,1,sentimentos
Bueno 👍,alejandra martinez ramirez,5,0,0,1,sentimentos
Boa,Emanoel Francisco,5,0,0,1,sentimentos
ÓtimA,Igor Rocha,5,0,0,1,sentimentos
Excelente,Bete Farias,5,0,0,1,sentimentos
Show,Dario Sena,5,0,0,1,sentimentos
Ótimo,Laene Oliveira,5,0,0,1,sentimentos
Ótima,Jorge Muniz,5,0,0,1,sentimentos
Ótimo,Antonia marly da silva,5,0,0,1,sentimentos
Otimo,vanderley batista,5,0,0,1,sentimentos
Caminhoneiroautonomo,canal Ataide Andrade,5,0,0,1,sentimentos
Excelente,Tony Farney Bruck Mendes Ribeiro,5,0,0,1,sentimentos
Show,Gildemia Guiherme,5,0,0,1,sentimentos
Bom,AnanN Shzjjzjzjz,5,0,0,1,sentimentos
Bom,Lindaura Maria,5,0,0,1,sentimentos
Boa,Isolina Figueiredo,5,0,0,1,sentimentos
Ótimo,Keila De jesus dos santos,5,0,0,1,sentimentos
Bom,Esdras Rodrigues,5,0,0,1,sentimentos
Ótima,Rosangela Aguiar,5,0,0,1,sentimentos
Bom,mariana patrocinio,5,0,0,1,sentimentos
Bom,Marina Marina,5,0,0,1,sentimentos
Ótimo,Jonatan Horshutz,4,0,0,1,sentimentos
Autonomo,Ana Clara,2,1,0,0,sentimentos
Otimo,Antoi Oliveira,4,0,0,1,sentimentos
otimo,Josemari Umpierre,4,0,0,1,sentimentos
Legal,Laerte Melo,2,1,0,0,sentimentos
Nao recebo as notificações via push a mais de uma semana. Ao entrar em contato com o suporte do APP o atendente disse que há uma intermitência. Porém que eu podia desinstalar e instalar o APP e talvez o problema seja resolvido. Afinal qual é o problema das notificações? Parece que nem o nubank sabe,Suellen Colangelo,4,0,0,1,sentimentos
"Péssimo, Estou com dificuldade para continua o meu cadastro pedi ajuda para central da nubank , eles me geram código manda link para asesar . E eu com o aplicativo instalado no meu aparelho o link me direcionar para uma aba do ""Google play "" para instalar um novo aplicativo . Estou decepcionado com a plataforma.",Cintia Mendes,1,1,0,0,sentimentos
Bom e fácil eu sei que é mais no momento que eu preciso usar o meu dinheiro pra comprar minha feira com pix está dando problema e é esse modo mais fácil que eu aprendi de fazer minha feira só gostaria de saber se o meu dinheiro ainda vai está lá no mesmo lugar por favor mim ajudar preciso de usar esse meu dinheiro eu estou desempregado muito obrigado por tudo fica com Deus e tenha um ótimo dia na paz de Deus,Edinildo Severino,5,0,0,1,sentimentos
"Deixando meu posicionamento aqui, pois pelo atendimento via e-mail recebi apenas mensagens pré escritas, mesmo com os atendentes humanos. O aplicativo não lê o meu boleto de condomínio, que tanto o app do BB quanto o do Bradesco lêem com absolutamente zero de dificuldade. Tentei entrar em contato via e-mail disposto a enviar um desses boletos para apreciação, pois parece ser um problema simples de resolver, mas fui basicamente ignorado. Sem falar que BB tem leitor de PDF há séculos!",Lucas dos Santos,1,1,0,0,sentimentos
Rendendo melhor que poupança!,Silvana Portela,5,0,0,1,sentimentos
Ja faz mais tempo quê não está conseguindo fazer o cartão do nunbank,Luciano Souza,1,1,0,0,sentimentos
Negativo. Diz consegui cartão. Depois app não funciona.nao terminou cadastro. Golpe,DUDA Marykay,1,1,0,0,sentimentos
está bem difícil concluir meu cadastro por isso estou achando ruim,Leilsonr José da silva,4,0,0,1,sentimentos
Não consigo finalizar o cadastro só vai p área de análise de crédito,MAYDAN SOUZA,2,1,0,0,sentimentos
Muito bom 😊 gostei,Rose Flores,4,0,0,1,sentimentos
Ainda não tive mais quero ter experiência boa com nubak,DougLas Barbosahortencio,3,0,1,0,sentimentos
"APP com problemas na inicialização, só fica carregando e não abre",Douglas Francisco,1,1,0,0,sentimentos
"Péssima, não tenho resultado, entro no aplicativo e não consigo saber de nada.",Emanuel Fernandes Corretor de Imóveis,1,1,0,0,sentimentos
Meu cadastro só vai nessa página e não consigo avançar com o cadastro,Tatiane Oliveira,1,1,0,0,sentimentos
Maravilhosa o aplicativo realmente é muito bom,alexandra santos,5,0,0,1,sentimentos
Muito cedo pra eu ter algo real,Valeria Risperi,5,0,0,1,sentimentos
Bom mais tem que melhorar muito ainda,Emile Santos,3,0,1,0,sentimentos
Não tou conseguindo evia o meu inmeio,José Carlo de lima,5,0,0,1,sentimentos
Não estou conseguindo confirmar minha conta,Zenaide Mariadejesus,1,1,0,0,sentimentos
"O app é muito bom, ficou mais leve ultimamente. Poderia ser mais personalizável na organização dos assuntos.",Daniel Fernandes,4,0,0,1,sentimentos
Funcional atende todos os requisitos a qual se propõe faço uso do serviço a mais de um ano e estou satisfeito,José Carlos,5,0,0,1,sentimentos
Fiz o cadastro mais não confirmou ainda o análise o que faço?,Lucas Felipe,5,0,0,1,sentimentos
Demorando demais pra concluir,Waterloo Prudente,5,0,0,1,sentimentos
No momento é boa,Meire Rosa,4,0,0,1,sentimentos
Ainda não tive resposta,edna esteves,5,0,0,1,sentimentos
"Não consigo confirmar e-mail, não entra no app, muito desconfortável, vamos ver. Se resolvem o meu problema",Naza Mota,1,1,0,0,sentimentos
Trabalho de pedreiro,Suzane Reis,1,1,0,0,sentimentos
Parabéns pelo app,Alef Rian,5,0,0,1,sentimentos
Estou instalando agora,RaFaEl GoEs,1,1,0,0,sentimentos
Não completa cadastro,Antonio Marcos Nunes,1,1,0,0,sentimentos
Esperando meu cartão,Lucia Santos,5,0,0,1,sentimentos
Poção de pedras,Erick Silva,1,1,0,0,sentimentos
Gostei muito bom,Antônio Carlos,5,0,0,1,sentimentos
app Muito bom,Cristiane Alves,5,0,0,1,sentimentos
Top,Kelly Lee,5,0,0,1,sentimentos
Top,Lorraine De Jesus Santos,5,0,0,1,sentimentos
Top,Victor Hugo,5,0,0,1,sentimentos
Top,Sidmar l m,5,0,0,1,sentimentos
App ótimo,Keliane karine Santos ferreira,4,0,0,1,sentimentos
Muito bm,Isabel Santos,5,0,0,1,sentimentos
Muito bon,Fernanda Oiveira,5,0,0,1,sentimentos
Foi boa,Maurícia Aparecida Oliveira de Moraes,5,0,0,1,sentimentos
Otima experincia,Taise Rodrigues,5,0,0,1,sentimentos
Muito bom,Paulo Ferreira,5,0,0,1,sentimentos
Muito bom,Marcos Vinícius Da silva,5,0,0,1,sentimentos
Excelente banco,Pablo Armendariz Ortega,5,0,0,1,sentimentos
Bom aplicativo,Adailton Campelo,4,0,0,1,sentimentos
Muito bom,Josué Tah,5,0,0,1,sentimentos
Muito boa,Ricardo Maciel de Oliveira,5,0,0,1,sentimentos
Nota 1000,Elaine Bairros,5,0,0,1,sentimentos
Muito bom,Zelito,5,0,0,1,sentimentos
Noemir pereira,Noemi Costa,1,1,0,0,sentimentos
difícil,Monica Dantas,5,0,0,1,sentimentos
Excelente,Lauana Sara,5,0,0,1,sentimentos
Bom,Valdecira Baiana,5,0,0,1,sentimentos
Motorista,Thiago Henrique,5,0,0,1,sentimentos
Excelente,marcos nascimento,5,0,0,1,sentimentos
Se,anderson fernandes,5,0,0,1,sentimentos
Exelente,Ana Maria S.Ribeiro,5,0,0,1,sentimentos
Eselente,Leandro ferreira Da rocha,5,0,0,1,sentimentos
Ótimo,Vinícius Pereira,5,0,0,1,sentimentos
Bom,Laurindo Rodrigues Cardoso,5,0,0,1,sentimentos
Boa,Jorge Francisco,5,0,0,1,sentimentos
Bom,Jesus Rodrigues,5,0,0,1,sentimentos
Maravilhosa,Gleiciane Bezerra,5,0,0,1,sentimentos
Boa,Joao Antonio Da Silva Pimenta,5,0,0,1,sentimentos
Bom,Maria teresa Estevam barboza,5,0,0,1,sentimentos
Bom,Cleber Pereira,3,0,1,0,sentimentos
Bom,Márcio Matias,4,0,0,1,sentimentos
Censacional,Maria Silva,2,1,0,0,sentimentos
Testando,Alexandre Alves,3,0,1,0,sentimentos
Legal,charlene lima,2,1,0,0,sentimentos
"O app está cada vez mais lento. A nova interface é altamente dependente de conexão à Internet, além de não contar com recursos básicos como autocompletar com base em transações anteriores.",Gabriel Nunes,3,0,1,0,sentimentos
Queria saber como que vai funcionar essa liberação do samsung pay pq eu fui tentar cadastrar o meu cartão mas não aparece a opção de adicionar ao mesmo e já tem mais de 1 mês q liberou,Davi Costa,3,0,1,0,sentimentos
"De una o dos actualizaciones recientes, la aplicación no lanza notificaciones de compra. Ya revisé que todos mis settings de la app y del teléfono están bien. Cambio a 5 estrellas cuando quede resuelto. Amo la cuenta pero necesito las notificaciones",Jorge Morales,1,1,0,0,sentimentos
"Nao consigo acessar o app pois este afirma que nao tenho internet disponível, mas ja tentei tanto com wi-fi como com meus dafos moveis. meus outros aplicativos de banco estao funcionando normalmente",Thaís Sá Teles,1,1,0,0,sentimentos
"Já foi bom. Agora parece uma banca de revistas: ""faça isso"", ""faça aquilo"", e as informações que importam estão embaralhadas no meio. Incrivelmente, perdeu a função de pesquisar, por razões místicas e desconhecidas. Precisamos de uma versão (ou app) melhor.",Renan Correa,2,1,0,0,sentimentos
"App não está funcionando. 🤔 Modo noturno, pelo amor de jesus amado. Ridículo isso!",Tiago Ribeiro Nogueira,1,1,0,0,sentimentos
Poderia ter a opção de pagar débitos de veículos. Atualmente transfiro o valor para um banco tradicional para poder realizar esse tipo de pagamento.,William Almeida,5,0,0,1,sentimentos
Confuso. E nao tem português,SORAYA DAPEDRA,1,1,0,0,sentimentos
Muito bom o banco..excelente serviço prestado ao cliente,gustavo mautone,4,0,0,1,sentimentos
Bom de mais e ótimo,Elienir Santana,5,0,0,1,sentimentos
Ainda não tenho muita esperiência,Eudes Oliveira,4,0,0,1,sentimentos
Eleni Alves Dos Santos Silva,Fatima Fatima,5,0,0,1,sentimentos
Ainda não estou usando o método. Espero que seja aprovado.,José Conrado Monteiro,5,0,0,1,sentimentos
Quero finalizar o meu pedido pelo emil,Monica Fernanda,5,0,0,1,sentimentos
Eu achei muito legal 🥰,Ferdinanada Costa,5,0,0,1,sentimentos
Faz dois dias que estou tentando criar a conta e fica dando erro no aplicativo,Carlos Rodrigues,3,0,1,0,sentimentos
no bike é muito bom e ajuda demais,Coralia Amelia,5,0,0,1,sentimentos
"El boton de ""Adelantar Pagos"" no muestra las compras a Meses Sin Intereses 🤷‍♂️",Roberto Córdova Galván,4,0,0,1,sentimentos
Muito bom recomendo muito,william z02,5,0,0,1,sentimentos
Muito bom o app,Fabiano Moraes,4,0,0,1,sentimentos
Muito bom e interessante,telma izabel maia,5,0,0,1,sentimentos
Muito bom genti,Antonio Carlos Dos santos,5,0,0,1,sentimentos
Bom de Mais,Rebeca Vitoria Oliveira,5,0,0,1,sentimentos
Ainda vou testar,Juliao Pires,4,0,0,1,sentimentos
Ajudante de ensino,Joelia Jó,5,0,0,1,sentimentos
N tô conseguindo,TAFNES ROSENDO,5,0,0,1,sentimentos
Não muito boa,Daniel Souza,5,0,0,1,sentimentos
Parece muito simples,Quetura De marchi,5,0,0,1,sentimentos
Marcos António Monteiro,Marcos Antonio Monteiro,5,0,0,1,sentimentos
Top,Jonathas Batista,5,0,0,1,sentimentos
"Melhor app de banco, tudo funciona do jeito que tem de funcionar, o app é rápido, e nunca me deixou na mão.",Pedro Otavio,5,0,0,1,sentimentos
Não consigo concluir meu cadastro pq o email pede pra mim instalar o app em outro dispositivo e eu não tenho outro aparelho,Ademir Aparecido Ramos,1,1,0,0,sentimentos
Toda vez enviam email dizendo para finalizar meu cadastro e o link m manda para este app mas não consigo instalar nem ao mnos abrir porq app,Camilac Conceição,1,1,0,0,sentimentos
"Terminé cancelando la tarjeta por la incompetencia abrumadora de su servicio de entrega de tarjetas y falta de seguimiento. Pésima primera impresión, no quiero arriesgarme a tener más problemas con ellos.",Alberto Esqueda,1,1,0,0,sentimentos
Ótimo Nubank,Cassius Guimaraes,5,0,0,1,sentimentos
Muy buena,barberiamarcosmusic,5,0,0,1,sentimentos
Muito legal,Suzane Suzy,5,0,0,1,sentimentos
Muito bom,Carlos André Oliveira,4,0,0,1,sentimentos
Muito boa,Janiel Domingos,5,0,0,1,sentimentos
Excelente aplicativo,Clayton Queiroz,5,0,0,1,sentimentos
Muito bom,sadoinha fofa,5,0,0,1,sentimentos
Muito boa,Marinalva patrocinio marinalva patrocinio,5,0,0,1,sentimentos
Muito bom,Alex Lima 017,5,0,0,1,sentimentos
serviços gerais,Agnos Sousa,5,0,0,1,sentimentos
Muito boa,Andressa Oliveira Oliveira,5,0,0,1,sentimentos
"5 estrelas só no dia que liberarem o uso do cartão no Samsung Pay (ou seja, nunca né) Edit: SAIU! Eu nem acreditei quando vi.",Arthur Ferreira,5,0,0,1,sentimentos
Sensacional 👏👏,Eder Almeida,5,0,0,1,sentimentos
Excelente,tiago barbosa brito,5,0,0,1,sentimentos
Ótimo,Geovane Oliveira,5,0,0,1,sentimentos
Ótimo,Cleide Silva,5,0,0,1,sentimentos
Ok,Maria Lucia Graciliano Da Silva,5,0,0,1,sentimentos
Bom,Clovis Alves,5,0,0,1,sentimentos
Maravilhoso,Leislane Santos,5,0,0,1,sentimentos
Positivo,Paula Morais,5,0,0,1,sentimentos
Perfeito,Gilson Carmo,5,0,0,1,sentimentos
Ótimo,Irmão Maurício,5,0,0,1,sentimentos
Boa,Josefa de Lurdes Viana,5,0,0,1,sentimentos
Bom,Manoel Neiva lima,5,0,0,1,sentimentos
Bom,Marineis Santos,5,0,0,1,sentimentos
Otimo,Raimunda Carvalho,5,0,0,1,sentimentos
Maravilhoso,Francilandia Gomes Pires,5,0,0,1,sentimentos
Bom,Anilsa Aparecida Bezerra da Silva,5,0,0,1,sentimentos
Bom,Mario Batista Fernandes,5,0,0,1,sentimentos
Bom,Aline Santos,1,1,0,0,sentimentos
Trabaladora,Setembrino Alexandre da Silva,1,1,0,0,sentimentos
Boa,Viviane Rosa,2,1,0,0,sentimentos
Bom,Gabriel Sousa,3,0,1,0,sentimentos
Excelente,Josefrancico Martinsbarros,3,0,1,0,sentimentos
Util,juremaburgsdo santos,4,0,0,1,sentimentos
Otimo,Elida Da rosa,2,1,0,0,sentimentos
Muito bom,Quiel anunciação,5,0,0,1,sentimentos
Excelente,Adriana Souza,5,0,0,1,sentimentos
Me encanta! Soy un emprendedor en sus veintes y esta tarjeta me ha ayudado bastante para darle más valor a la vida financiera. Siempre la recomiendo.,Samekj Jurado,5,0,0,1,sentimentos
Galera a qualidade do App está baixando consideravelmente... muitooooooos travamantos principalmente na área de cartão de crédito.,Joao Paulo,3,0,1,0,sentimentos
"Parece bom, acabei de fazer o pedido.",Francisca Silva,3,0,1,0,sentimentos
Boa tarde! Não consigo dar andamento na conclusão do meu cadastro,eu aou,1,1,0,0,sentimentos
"Atendimento demorado, não dá limite, pouco segurança",Leone Madureira,2,1,0,0,sentimentos
nao consegui ainda neem no app aindanem finaliza o meu cadastro,Deise Alves,5,0,0,1,sentimentos
Pq meu aplicativo ñ esta abrindo!!,Fabrício Trigueiro,1,1,0,0,sentimentos
Tô achando difícil e a mais de 2 meses sem conseguir desbloquear o cartão,Carlos Gomes,2,1,0,0,sentimentos
Muito bom gostei muito parabens ..,Luiz Bento,5,0,0,1,sentimentos
Muito obrigada gostei muito de fazer parte da Nubank,Emerson Nunes dos santos,5,0,0,1,sentimentos
E muito bom mais o limite e muitos pouco,Juliana Santos de lima,4,0,0,1,sentimentos
"Por que não aparece o sinal de enviar, depois que esta pronto o meu endereço 🤔🤔🤔",Saulo Lopes,1,1,0,0,sentimentos
"O app é ótimo, só o banco que é um lixo mesmo",Júlio V. Silva,5,0,0,1,sentimentos
QR code pix não funciona,Franz Yuri,4,0,0,1,sentimentos
Primeiro vez usando o aplicativo,Zipora Teixeira,4,0,0,1,sentimentos
Nubank é o melhor banco,Vanda Andrade,5,0,0,1,sentimentos
Layse Pamela Barbosa da Silva,Layse Pamela,5,0,0,1,sentimentos
Não consigo finalizar meu cadastro,Marco Antônio Uhl,5,0,0,1,sentimentos
Conheci o aplicativo super recomendo,Silvana Gomes,4,0,0,1,sentimentos
o melhor que nós temos,José Lima,5,0,0,1,sentimentos
Ainda não usei o app,Leticia Silva,3,0,1,0,sentimentos
O que eu acho é que é muita burocracia para pouco coisa.Ok.,Vivaldo Silva,2,1,0,0,sentimentos
nao é seguro em caso de furto.,Mariana Makuch Martins,1,1,0,0,sentimentos
O app não abre mais. Fica a tela roxa e o sinal rodando para sempre...,Nilton Braga,2,1,0,0,sentimentos
"Ruim, não consigo continuar meu cadastro",Eric Ferreira,4,0,0,1,sentimentos
Não consigo continuar meu cadastro o que fazer,Adalberto Silva,2,1,0,0,sentimentos
otima mas ainda dezelo melhorar muito k bom,Joice Chaves,5,0,0,1,sentimentos
Não tô conseguindo finalizar pq 😔,Gean carlos Carlos,2,1,0,0,sentimentos
"Estou iniciando agora, o uso do cartão",Sergiomarcelino1970 Marcelino,5,0,0,1,sentimentos
Q sistema e app mais 💩👎,Claudio da Mata,1,1,0,0,sentimentos
"Ótimo app, banco top",Kleiton Alves,5,0,0,1,sentimentos
Eu amo a nubank so acho que devriam ter aumentado meu limite antes mais tudo bem,Gislaine Rodrigues,5,0,0,1,sentimentos
Não estou conseguindo concluir. Diz que é pra confirmar email e faço e diz q não,Silvana Fernandes,3,0,1,0,sentimentos
Tô conseguindo nem terminar meu cadastro,ednaldo Grizosto,3,0,1,0,sentimentos
Quero muito ter um cartão nu,Luzia Santos Rodrigues,5,0,0,1,sentimentos
Muito interessante fácil e rápido amei,Loete Santos,5,0,0,1,sentimentos
Não estou conseguindo terminar meu cadastro,Mateus Arruda,5,0,0,1,sentimentos
Muito bom esse aplicativo do nu,Pollyana Carvalho Cunha,5,0,0,1,sentimentos
Não estou conseguindo completar meu cadastro,Jessica Costa,1,1,0,0,sentimentos
"Apos última atualização, não está mais abrindo. Fica num loop eterno pedido senha do celular.",Paulo Barsanelli,2,1,0,0,sentimentos
"Péssimo me mandaram a proposta aprovou,e não tenho como ter acesso ao app parar finalizar o cadastro!",Tatiane Jesus,1,1,0,0,sentimentos
Bom eu ainda não recebi o meu cartão quê é ótimo com uma grande a citação no comércio,Marileide Santos,1,1,0,0,sentimentos
"Oferecem empréstimo por vários meses, quando estou precisando o empréstimo é negado, qual o sentido de oferecer o empréstimo sabendo que vai ser recusado",Felipe da Silva,1,1,0,0,sentimentos
Kind complicate,LUIS CASTRO,5,0,0,1,sentimentos
"Travando no início tela roxa antes da senha. Impossível acessar a conta, versão atualizada Samsung Galaxy M62.",Felipe Feltrin,1,1,0,0,sentimentos
Muito bom esse aplicativo,Vagner Araujo,4,0,0,1,sentimentos
péssima não consigo finalizar,Silmara Marques,5,0,0,1,sentimentos
Gostei ele aprova msm,Nedson Santos,5,0,0,1,sentimentos
Muito bom esse app,Cleiton Silva,4,0,0,1,sentimentos
Não recebo meu email,Verônica Oliveira,5,0,0,1,sentimentos
Até aqui nota dez,vera lúcia,5,0,0,1,sentimentos
Amei muito e maravilhoso,Manuele Moreira,5,0,0,1,sentimentos
achei rápido e fasciu,Kaike Jesus,4,0,0,1,sentimentos
Excelente trabalho e atendimento,Celio Silva de Souza,5,0,0,1,sentimentos
Ainda não tive.,Leonardo De Oliveira,5,0,0,1,sentimentos
E muito bom,Roberto George,5,0,0,1,sentimentos
Ainda não conheço,Moacir Samora neto Samora,3,0,1,0,sentimentos
Dona de casa,Vanessa Ferreira,5,0,0,1,sentimentos
Muito bom parabéns,Thaliton Ramon,5,0,0,1,sentimentos
Muito bom mesmo,Felipe Correia,3,0,1,0,sentimentos
Bom gostei muito,Cleberton Silva,5,0,0,1,sentimentos
Ótima de mais,Jarbas Martins,5,0,0,1,sentimentos
Auxiliar de escritorio,Vadilson Santarem,4,0,0,1,sentimentos
Just Perfect,Camila Gomes,5,0,0,1,sentimentos
Muito top,Thiale Estefane,5,0,0,1,sentimentos
Mandei um cliente depositar no meu cartão do Nubank e to a mais de uma hora tentando abrir o aplicativo e não ABRE! Que beleza!,Mauro Padilha,1,1,0,0,sentimentos
Bem intuitivo.,João Roberto,5,0,0,1,sentimentos
Top,lord master,5,0,0,1,sentimentos
Top,Sergio Wilton,5,0,0,1,sentimentos
Love it,Sarah Pimenta,5,0,0,1,sentimentos
Top,Leonardo Pereira,5,0,0,1,sentimentos
Muito bom.,Deublan Lima,5,0,0,1,sentimentos
"Não estou conseguindo abrir minha conta, toda hora ocorre erro mesmo já tendo recebido o e-mail de aprovação.",Jones Vales,1,1,0,0,sentimentos
Muito bom,Denise Melo,3,0,1,0,sentimentos
Excelente aplicativo,Reginaldo Guedes,5,0,0,1,sentimentos
Muito boa,Lucimaria ribeiro Ribeiro,5,0,0,1,sentimentos
Muito bom,Ana Cristina Silva lima,4,0,0,1,sentimentos
Muito bom,Francisco Pereira,5,0,0,1,sentimentos
Muito bom,Elaniaaraujo Araujo,5,0,0,1,sentimentos
Muito bom,Felipe Gautier,5,0,0,1,sentimentos
Muito bom,Tiago Firmino,5,0,0,1,sentimentos
Muito bom,Salma Chaim,5,0,0,1,sentimentos
O melhor,Joao Paulo Strabelli,5,0,0,1,sentimentos
Muito bom,Marcio Ruan,5,0,0,1,sentimentos
Surpe boa,Amanda Melquíades,5,0,0,1,sentimentos
Muito boa,Luciano Vieira,5,0,0,1,sentimentos
Bom ele,Thiago Vieira,2,1,0,0,sentimentos
Muito bom,Rosinha Pereira,4,0,0,1,sentimentos
Boa tranguila,Lara Gomes,4,0,0,1,sentimentos
Muy buena,Manu Carmona,5,0,0,1,sentimentos
Muy buena,LUIS ANGEL MARTINEZ,5,0,0,1,sentimentos
Muito bom,Rosanete Bezouro,5,0,0,1,sentimentos
Vamos ver,Marcos Pereira,5,0,0,1,sentimentos
Muito bom,Douglas Macedo,5,0,0,1,sentimentos
Estou gostando,Roberto Santos,5,0,0,1,sentimentos
Muitíssimo bom,Silvano Medeiros,5,0,0,1,sentimentos
Legal demais,Erivaldo Santana,5,0,0,1,sentimentos
Digital marketing,Alan Carlos,5,0,0,1,sentimentos
Muito bom,Mikael Araújo,1,1,0,0,sentimentos
Demora resposta,Ana Claudia Fonseca,1,1,0,0,sentimentos
N gostei,Sherry Marques,1,1,0,0,sentimentos
Mt 👍,Jefersom Sampaio,5,0,0,1,sentimentos
"Houve época em que eu dava 5 estrelas pra Nubank, hj ela esta cada vez mais buracratica, respostas mecanicas no chat do tipo copia e cola.",Israel Silva,3,0,1,0,sentimentos
"Apos a atualização dos últimos dias, deixou de ter autocomplete nas alterações de nome de onde a compra foi feita e também não tags adicionadas. Em resumo, o q mais usava e foi removido, parabéns",Breno Cesar,1,1,0,0,sentimentos
"Estou tendo problemas para abrir o app a mais de 1 mês, tanto no wifi quanto nos dados móveis o app não abre, fica na tela inicial eternamente, não consigo movimentar minha conta.",Felipe Antunes,1,1,0,0,sentimentos
Bom,Vinicius Álvares dos santos,5,0,0,1,sentimentos
Bom,Valdinei Nogueira,5,0,0,1,sentimentos
Boa,Bete Carvalho,5,0,0,1,sentimentos
Amei,Valmira Viana,5,0,0,1,sentimentos
Ótima,carlos &ilva,5,0,0,1,sentimentos
Ótimo,Jeneffer Lima,5,0,0,1,sentimentos
Otima,Itamar Siqueira,5,0,0,1,sentimentos
Amei,Regiane Fernandes,5,0,0,1,sentimentos
Excelente,Rosalino Chuve,5,0,0,1,sentimentos
Bom,Sandro batista Voltolini de Almeida,5,0,0,1,sentimentos
Maravilhoso,Maria zilca de Sousa Sousa,5,0,0,1,sentimentos
Ótimo,Ijabelmaria Silva,5,0,0,1,sentimentos
Otimo,Jonas Sampaio,5,0,0,1,sentimentos
Ótimo,Luciana Aparecida,5,0,0,1,sentimentos
Ótimo,Tatiana Maciel,5,0,0,1,sentimentos
bom,Celso Gregório Bernardo,5,0,0,1,sentimentos
Boa,Katiuska Gonzalez,5,0,0,1,sentimentos
Ótimo,Joyce dutra Rodrigues,5,0,0,1,sentimentos
951753dsm,Danilo Medeiros,5,0,0,1,sentimentos
Ótimo,Laura Evangelista,5,0,0,1,sentimentos
Amei,Nathielly Nobre,5,0,0,1,sentimentos
Otima,Carolina Silva,1,1,0,0,sentimentos
Ótimo,Paulo Cesar,1,1,0,0,sentimentos
Jardinagem,Julio Cesar,2,1,0,0,sentimentos
Ótima,Theodoro Paixao,4,0,0,1,sentimentos
Ruim,Liara K.,2,1,0,0,sentimentos
Legal,Tainan Santos,4,0,0,1,sentimentos
Boa,Rosilene Pereira da Silva,4,0,0,1,sentimentos
Tensa,Vinícius Dos santos,4,0,0,1,sentimentos
Ótima,Maria Bernardo,4,0,0,1,sentimentos
Otimo,Luciene Silva,2,1,0,0,sentimentos
Análise,Aleandro Xavier de Souza,4,0,0,1,sentimentos
Bom,Ivani Oliveira,3,0,1,0,sentimentos
Bom,Adriana Tardock,2,1,0,0,sentimentos
Boa,Katia Love,4,0,0,1,sentimentos
boa,Nery Souza,2,1,0,0,sentimentos
Boa,andreia lauck,3,0,1,0,sentimentos
Bom,Luciano Silva Lima Silva,2,1,0,0,sentimentos
Ótimo,David Ferreira da Silva,3,0,1,0,sentimentos
👍,Felipe Luciano santos,5,0,0,1,sentimentos
"O cartão funciona. Sou cliente a anos tenho quase r$ 50.000 de investimento com a nu Invest, mas ainda assim o meu limite do crédito é de apenas r$ 8000 sem possibilidade de aumento. Jamais será meu cartão principal. Ótimo para backup e emergências.",André Kittler,2,1,0,0,sentimentos
Pessoal o app facilita muito o tenho gostado dele e do bank. Porém não entendi essa última atualização q no momento de fazer uma transferência pix foi adicionado uma etapa de escolher qual a instituição mesmo depois de ja ter escrito na tela anterior o código pix. Nao faz sentido. Por favor corrijam isso. Obrigado!,Helder,3,0,1,0,sentimentos
"Por favor quero resgatar meu dinheiro que está guardado , quero ele devolta no débito , não deveria guardar e não ter opção de voltar com o dinheiro , eu tenho dinheiro de pegar devolta , nem usei o crédito desse cartão , já não quero mais , vou cancelar minha conta assim que o banco devolver meu dinheiro , e preciso pra hoje ainda , se não vou denunciar como roubo",Xis Bolinha,1,1,0,0,sentimentos
"Após a última atualização eu não consigo mais antecipar um parcelamento de uma compra feita no app como eu fazia antes, com a simulação e os descontos. Ao clicar na referida compra ele só dá a opção de relatar um problema. Poderiam voltar a opção de antecipar pelo app. Ao tentar fazer pelo chat me passaram uma simulação que não bateu com as contas que tinha e é um boleto avulso ao invés das parcelas serem antecipadas pra fatura atual, como era antes. Espero que resolvam.",Daniel Bernardes,3,0,1,0,sentimentos
App não carrega ao tentar concluir cadastro. Já limpei o cache e dados e também tentei reinstalação.,Talita Costa,1,1,0,0,sentimentos
Horrivel. O App demora 5 horas pra abrir.,Saru Dorogon,1,1,0,0,sentimentos
Melhor banco digital atualmente.,Sema,5,0,0,1,sentimentos
Não entendi para mim abrir meu aplicativo o que que eu tenho que fazer,Samara Da Rosa,2,1,0,0,sentimentos
Ainda vou usar vou ver se é bom mesmo depois dou 5 estrela,Elias Santos,4,0,0,1,sentimentos
